id,title,author,genre,story,score,platform
592,잡다한컷,그림왕양치기,"에피소드, 일상",잡다하지 않은 우리들 이야기. ! ! 한! 컷!,9.91,네이버 웹툰
593,나는 귀머거리다,라일라,"에피소드, 일상",대한민국에서 청각장애인이 살아가는 이야기,9.98,네이버 웹툰
594,미라클! 용사님,정하,"스토리, 판타지",내 나는 용사의 모험이 시작된다!2014 대학만화 최강자전 수상작!,9.96,네이버 웹툰
595,여중생A,허5파6,"스토리, 드라마",게임에 빠져 사는 중학생 장미래.생각 많고 내향적인 그녀의 현실 속 학교생활.,9.98,네이버 웹툰
596,부부생활,써니사이드업,"에피소드, 일상",유부들도 안 알랴준 유부 이야기,9.94,네이버 웹툰
597,완벽한 허니문,화류동풍 / 옛사람,"스토리, 로맨스","결혼 후 처음 떠나는 여행, 허니문에서신부가 혼자 여행을 시작했다?시작부터 위태로운 그들의 허니문 이야기",9.97,네이버 웹툰
598,우리들은 푸르다,문택수,"옴니버스, 개그",그들과 함께라면 일상도 개그가 된다..! 범상치않은 그들이 모인 연파랑고 1학년 3반은 매일매일이 4차원 사건!지루한 일상을 날려버릴 4컷 개그 블록버스터 만화!!,9.32,네이버 웹툰
599,원티드,럭스,"스토리, 판타지","평범한 사람과 특수한 능력을 가진 사람들이 공존하는 이 곳,그 속에 존재하는 한 조직에 얽힌 비밀과 사람들의 이야기",9.93,네이버 웹툰
600,오즈랜드,이윤창,"스토리, 판타지",마법사 도로시의 몸에 빙의된 격투소녀 민들레의 판타지 세계 오즈랜드 모험!,9.98,네이버 웹툰
601,"이기자, 그린",김8,"스토리, 드라마",쓰레기 기자와 망한 연예인의 애매한 로맨스 불만시대 김8 작가의 신작!,9.96,네이버 웹툰
602,컨트롤제트,미티,"스토리, 스릴러",당신은 지우고 싶은 기억이 있나요?기억을 되돌릴 수 있다면...,9.93,네이버 웹툰
603,블랙수트,박세준 / 차용운,"스토리, 드라마",발을 들이지 말아야 할 곳에서만나야 할 한 사람을 만나다.,9.67,네이버 웹툰
604,바로잡는 순애보,이채영,"스토리, 판타지","사람이 되고 싶은 반달가슴곰 순애와 호랑이 비타, 그리고 평범하지만 특별한 소년 바로의 좌충우돌 성장기 2013 대학만화 최강자전 최우수상 수상작!",9.94,네이버 웹툰
605,언터처블,맛스타,"스토리, 로맨스",만져야 사는 여자와 만질 수 없는 남자의아슬아슬 로맨스!,9.97,네이버 웹툰
606,참치와 돌고래,이힝,"스토리, 드라마",모솔에 금사빠인 현호수영장 그남자에게 또 금세 사랑에 빠지다! 과연 현호의 이번 사랑은 이루어 질 수 있을까?,9.97,네이버 웹툰
607,2017 사이다를 부탁해!,웹툰작가,"옴니버스, 일상",고구마 10000개를 삼킨 것 같은 실제 사연을독자들로부터 직접 받아서 네이버 웹툰 작가들이 새롭게 들려드립니다!,9.78,네이버 웹툰
608,투명한 동거,정서,"스토리, 로맨스",닿을 듯 닿지 않는인간과 유령의 아슬아슬한 동거,9.91,네이버 웹툰
609,찌질의 역사,김풍 / 심윤수,"스토리, 드라마",스무살 소년들이 남자로 진화한다평생을 철들지 못하는 우리들의 찌질한 이야기,9.89,네이버 웹툰
610,원 뿔러스 원,청보리,"스토리, 판타지",같은 장애를 가진 두 소년이 살아가는 세상. 그리고 특정 장애인만을 노리는 범죄자. 장애를 주제로 한 학원 스릴러.,9.97,네이버 웹툰
611,MZ,최훈 / 청설모,"스토리, 액션",과거가 없는 요원과 과거가 수상한 해커.이제 적도 아군도 없는 싸움이 펼쳐진다.,9.94,네이버 웹툰
612,숲 속의 미마,후은,"스토리, 판타지",전대미문의 이상한 마법사 하지만 자칭 완벽한 마법사!영혼이 자유로운 어떤 마법사 이야기,9.98,네이버 웹툰
613,인챈트-나람이야기,자유,"스토리, 판타지","어느 날, 우리 집에 있는 이상한 그릇이 말을 걸어왔다!",9.95,네이버 웹툰
614,윈터우즈,cosmos / 반지,"스토리, 로맨스","살아있는 사람이 되고 싶은 윈터,베스트셀러 동화 작가가 되고 싶은 제인두 사람의 알록달록 동화같은 이야기",9.98,네이버 웹툰
615,대작,범우,"스토리, 스릴러",천재 신인작가와 그를 쫓는 이들의 숨막히는 이야기,9.93,네이버 웹툰
616,하나(HANA),와난,"스토리, 드라마","유전자조작 쥐로 알려져 있는 아이 하나 ,하나가 연구실에서 탈출하면서 일어나는 이야기들. 어서오세요.305호에 와난 작가 신작!",9.93,네이버 웹툰
617,스퍼맨 시즌1,하일권,"스토리, 드라마",사랑하는 여자친구와 드디어 첫날밤을 맞게된 김기두갑자기 정체모를 사람들에게 납치되고자신이 슈퍼정자를 가진 능력자라는 얘기를 듣게 되는데...,9.94,네이버 웹툰
618,2016 루키 단편선-지옥...,웹툰작가,"옴니버스, 드라마","전설 이현세, 이두호 작가가 직접 프로듀싱한 신인 작가 단편선그 여섯번째 시즌!",9.94,네이버 웹툰
619,악의는 없다,환쟁이,"스토리, 스릴러","시골 마을, 한 남자가 죽었다.그 죽음의 진실을 파헤치려는 이와 덮으려는 자의 싸움.",9.48,네이버 웹툰
620,우바우,잇선,"옴니버스, 일상",우리가 바라는 우리.시궁창 같은 삶이라도 바라는 건 많아.,9.97,네이버 웹툰
621,심연의 하늘 시즌4,윤인완 / 김선희,"스토리, 스릴러",재난으로 파괴된 대한민국. 생존을 위한 인간들의 잔혹한 축제가 벌어진다.,7.02,네이버 웹툰
622,매지컬 고삼즈,seri / 비완,"스토리, 판타지",수능이 코앞인데 사랑과 평화를 지키라고?고3에 마법소녀가 된 한여름과 그녀를 둘러싼 이야기,9.96,네이버 웹툰
623,한국만화거장전 : 만화보물섬,한국만화가협회,"에피소드, 드라마","만화잡지 보물섬 , 기억나나요? 한국만화의 잡지시대를 풍미했던 거장들의 단편을 웹툰으로 만나세요.",9.88,네이버 웹툰
624,레코닝,이혜,"스토리, 판타지",내가 살려면 또 다른 내가 죽어야 한다!,9.98,네이버 웹툰
625,만렙소녀 오오라,김규삼,"에피소드, 개그",돌아온 븟새와 오오라의 대모험! ..근데 이거 도대체 무슨 만화지?,9.47,네이버 웹툰
626,3P,김우준,"스토리, 판타지","사이코, 사이코패스, 사이코매트리스트.. 그들의 치열한 서바이벌이 시작되었다.살아남아라!비밀이 풀릴 때까지 쇼는 끝나지 않는다.",9.93,네이버 웹툰
627,폰령,웹툰작가,"스토리, 스릴러",2016 마지막 공포!절대 눈을 감지 마시오.,9.6,네이버 웹툰
628,소녀더와일즈,HUN / 제나,"스토리, 액션","펫다이어리 , 열아홉스물하나 제나 김혜진 작가와 작가의 만남.그들이 들려주는, 다소 과격한 소녀들의 전쟁 같은 삶 이야기.",9.43,네이버 웹툰
629,귀도,주동근,"옴니버스, 스릴러",귀신 본 적 있니?이제 내가 본 걸 얘기해줄게...,9.91,네이버 웹툰
630,아일랜드 1부,윤인완 / 양경일,"스토리, 스릴러",악귀들이 가득찬 섬 제주도. 이를 물리치는 토막살인범 반. 웹툰으로 돌아온 퇴마만화의 전설 아일랜드 1부,9.96,네이버 웹툰
631,죽은 마법사의 도시,김칸비_팀 겟네임,"스토리, 판타지","스마트폰엔 마법어플, 택배는 텔레포트로 한방에.마법화된 2030년 근미래도시에서 펼쳐지는 한 연쇄살인마와 그를 추적하는 사람들! 우월한하루 , 멜로홀릭 의 팀 겟네임 작가가 선보이는 판타지 수사극.",9.95,네이버 웹툰
632,크리퍼스큘,밀치 / 얌치,"스토리, 판타지",낮과 밤이 없는 붉은하늘의 세계 크리퍼스큘.그 곳에서 펼쳐지는 뱀파이어 학원 판타지.,9.94,네이버 웹툰
633,3인칭,꼬마비 / 애마비,"에피소드, 드라마",쉽지 않은 사랑 이야기.그녀를 찾아서..,9.94,네이버 웹툰
634,첩보의 별,이상신 / 국중록,"스토리, 개그",배신이 난무하는 그들의 뜨거운 우정본격 스파이 모험 만화!,9.86,네이버 웹툰
635,썸남,배철완,"에피소드, 드라마",옆방에 사는 어색한 두 남자들에 대한 고찰. 2014 대학만화 최강자전 수상작!,9.97,네이버 웹툰
636,2016 비명,웹툰작가,"옴니버스, 스릴러",2016 여름특집 공포 단편선. 비명소리를 내지 않을 자신이 있다면 스크롤을 내려라.,9.14,네이버 웹툰
637,천년구미호,기량,"스토리, 판타지",세습무의 운명을 가진 소녀와 천년의 속박에서 벗어나기 위한 구미호이야기,9.96,네이버 웹툰
638,독신으로 살겠다,선정성,"스토리, 드라마",말로만 듣던 35세 독신으로 살아지는가? 살아가는가?애들은 가라 언니들의 솔직담백한 이야기 독신으로 살겠다,9.67,네이버 웹툰
639,이말년 서유기,이말년,"스토리, 개그",이말년이 서유기 라는 좋은 차에 무임승차한다!,8.87,네이버 웹툰
640,상중하,한(恨),"스토리, 액션",한 방 인생 역전을 위한일란성 세 쌍둥이의 처절한 인생 쟁탈전,9.87,네이버 웹툰
641,밥풀때기,Dylan / DanBra...,"에피소드, 개그",열정이 가득한 밥풀때기 아저씨의 다이내믹한 하루! 글로벌 라인 웹툰에서 연재되고 있는 대만의 를 한국어 버전으로 감상하세요.,9.8,네이버 웹툰
642,아이소포스 3부,김양수 / 도가도,"스토리, 시대극","이솝우화의 이솝, 자신의 운명을 바꾼 한 사람의 이야기.아이소포스가 3부로 돌아왔다",9.95,네이버 웹툰
643,놓지마 정신줄,신태훈 / 나승훈,"에피소드, 개그","정신, 정주리 남매와 독특한 주변 인물들의정신줄 놓게 만드는 다양한 에피소드들! 본격 유체이탈 예방 프로젝트 놓지마 정신줄!",9.92,네이버 웹툰
644,중립디자인구역,최남새,"스토리, 판타지",천사와 악마의 의상을 디자인하는 중립디자인구역그곳에 입사한 사회초년생 호양이의 다사다난한 일상,9.67,네이버 웹툰
645,판다독,판다독,"에피소드, 일상","엄마 피그독, 여동생 펭귄독과 함께 사는 귀차니즘의 왕자 판다독이 캐릭터 회사에 디자이너로 취업해 첫 사회 생활을 시작하며 펼치는 좌충우돌 리얼 스토리!",9.84,네이버 웹툰
646,아이돌 연구소,해마 / 연제원,"에피소드, 개그",아이돌의 모든 것!지금부터 아이돌 연구소가 알려준다,9.45,네이버 웹툰
647,놓정동화,신태훈 / 나승훈,"옴니버스, 개그",여러분의 정신줄을 다시 한 번 놓게 할 새로운 동화가 시작된다!,9.93,네이버 웹툰
648,뱀피르,카인 / 12B,"스토리, 판타지",뱀파이어에게 피를 제공하며 가축같이 살아가는 노예인 인간들. 그 잔혹한 숙명과 뱀파이어의 감시 속에서 반란하려는 무리가 생겨난다. 서울문화사 네이버가 함께하는 2015 만화 스카우트 당선작입니다.,9.9,네이버 웹툰
649,모던패밀리 2,외눈박이 / 시현,"에피소드, 개그",행복한 가정을 이루기 위해 고군분투하는 어느 수상한 가족 이야기그 두번째 시즌!,9.68,네이버 웹툰
650,해피,박설화,"스토리, 드라마",당신이 쫓고 있는 행복의 실체를 찾아서 서울문화사 네이버가 함께하는 2015 만화 스카우트 당선작입니다.,9.84,네이버 웹툰
651,소곤소곤,옛사람,"옴니버스, 스릴러",당신의 귓가에 속삭일 기묘한 이야기,9.97,네이버 웹툰
652,적생,아루아니_팀 겟네임,"스토리, 스릴러",살인마를 움직이는 웹사이트.그 비밀을 알아내야하는 해커,9.95,네이버 웹툰
653,우렁집사,최경아,"스토리, 로맨스",요정을 만나고 싶어? 도깨비는 어때? 좀비도 보고 싶지?제일 만나고 싶은건 뭐지? 그런데 네 앞에 나타난 건...?,9.94,네이버 웹툰
654,전설의 레전드,강냉이,"스토리, 액션",전설을 만드는 전설의 전설,9.73,네이버 웹툰
655,후레자식,김칸비 / 황영찬,"스토리, 스릴러",내 집안에 살인마가 산다. 본격 세대갈등 잔혹 스릴러,9.98,네이버 웹툰
656,레드돌,최윤열,"스토리, 판타지",기계인형이 된 인간을 사냥하는 인형 사냥꾼 이야기 서울문화사 네이버가 함께하는 2015 만화 스카우트 당선작입니다.,9.87,네이버 웹툰
657,2016 학교 다녀오겠습니다,웹툰작가,"에피소드, 일상",신학기가 외롭고 힘든 당신을 위해 준비했다웹툰작가들의 개그 단편선,9.41,네이버 웹툰
658,프린스의 왕자 - 카페 드...,재아 / SE,"스토리, 판타지","프린스의 왕자 시즌3! 꽃미남들의 달콤살벌 초콜릿 이야기이몽룡과 박시현, 두 완벽남의 전쟁같은 카페 운영이 시작된다",9.95,네이버 웹툰
659,소울카르텔,하람 / 지야,"스토리, 판타지","소년과 악마의 계약으로 시작된, 사후세계에서 벌어지는 모험 액션 판타지.",9.96,네이버 웹툰
660,국립자유경제고등학교 세실고...,양혜석 / 이현지,"스토리, 드라마","반 이 돌아왔다 !! 국립자유경제고등학교 세실고, 새롭게 시작되는 2학기!",9.97,네이버 웹툰
661,마야고,후렛샤 / 김홍태,"스토리, 스릴러","미스테리 스릴러 빙의,그리고 치명적인 시즌2 마야고!",9.95,네이버 웹툰
662,스페이스 킹,박성용,"스토리, 판타지","먼 미래 은하계는 통일되고 대통령 직선제가 시행된다! 아스란영웅전 박성용 작가 신작, 좌충우돌 선거만화 스페이스 킹",9.92,네이버 웹툰
663,엄마와 딸 x2,필냉이,"에피소드, 일상","인자한 외할머니, 깐깐한 엄마, 엉뚱한 딸이 한 집에 살게 되었다?!본격 삼대모녀 티격태격 생활기",9.97,네이버 웹툰
664,샌프란시스코 화랑관,돌배,"스토리, 드라마",미국 샌프란시스코의 태권도장에서 일어나는각양각색 사람들의 진솔한 이야기,9.98,네이버 웹툰
665,오성X한음,유승진,"스토리, 시대극","영길리국에 셜록과 왓슨이 있다면 조선에는 이들이 있다!조선판 수사추리극, 오성 한음 한섬세대 유승진 작가 신작!",9.95,네이버 웹툰
