id,title,author,genre,story,score,platform
788,코끼리를 끌어안는 방법,백희정,"스토리, 드라마",조금은 특별하고 서툰 만나고 부딪히며 아이들은 성장 해 간다. 심장이뛰다 백희정의 학원 휴먼판타지 신작,9.95,네이버 웹툰
789,네가 없는 세상,시니 / 혀노,"스토리, 드라마",죽음에 관하여 시니 혀노 작가 신작. 나 만 아는 세상.,9.95,네이버 웹툰
790,판타지스케치 - 더 게임,엄재경 / 천범식,"스토리, 판타지","퓨전 판타지, 게임 판타지, 중세 판타지스케치, 스케치, 스케치.. 판타지를 스케치해본다.",9.87,네이버 웹툰
791,새와 같이,후은,"스토리, 판타지",당신의 삶에서 가장 소중한 것은 무엇인가요? 별의 유언 후은 작가 신작,9.95,네이버 웹툰
792,그녀는 흡!혈귀,정성완,"스토리, 드라마","평범한 남자, 흡혈귀 여자를 만나다.그들의 달콤살벌한 로맨스가 지금 시작됩니다.",9.94,네이버 웹툰
793,한국만화거장전,한국만화가협회,"옴니버스, 일상","한국만화의 전설을 만나다오늘날 한국만화를 있게 한 거장들이 들려주는 새로운 이야기,이제 웹툰으로 만나보세요!",9.89,네이버 웹툰
794,모던패밀리,외눈박이 / 시현,"스토리, 개그",행복한 가정을 이루기 위해 고군분투하는 어느 수상한 가족 이야기.그들의 기상천외한 리얼 감성 코믹극!,9.94,네이버 웹툰
795,닥터 프로스트 시즌 1~2,이종범,"옴니버스, 드라마",당신의 마음을 읽는 천재 심리학자 닥터 프로스트.다양한 인간 군상의 마음의 질병을 파헤치는 그의 활약이 시작된다.,9.95,네이버 웹툰
796,빵점동맹,마사토끼 / joana,"스토리, 드라마",수능이라는 한 판 승부. 그 끝에서 우리를 기다리는것은 무엇일까?그 답을 알기위한 우리들의 동맹.,9.55,네이버 웹툰
797,국립자유경제 고등학교 세실고,양혜석 / 타파리,"스토리, 드라마",입학과 동시에 모든 학생에게 천만원의 입학금 이 지급되는 파격적인 조건. 그러나 잔고가 미달이면 퇴학을?! 먹고 살기 위한 고등학생들의 악전고투기!!,9.95,네이버 웹툰
798,악플게임,미티,"스토리, 드라마","우승상금 10억! 대한민국 최고의 악플러를 뽑는 대회가 펼쳐진다. 남기한 엘리트만들기 , 고삼이 집나갔다 미티 작가 신작!",9.84,네이버 웹툰
799,한줌물망초,혜진양,"스토리, 판타지","당신은, 전생을 믿으시나요?당신은, 나를 기억하고 있나요?전생을 믿지 않는 한 여자의 이야기, 한줌물망초",9.96,네이버 웹툰
800,좀비를 위한 나라는 없다,모래인간,"스토리, 판타지","좀비 백신이 만들어진 후, 치료된 사람들은 자신이 좀비였을 적의 기억때문에 괴로워한다.인간과 좀비 사이. 엔딩크레딧 그 이후의 이야기, 좀비를 위한 나라는 없다",9.94,네이버 웹툰
801,그날의 생존자들,김선권,"스토리, 스릴러","하룻밤 사이 전세계 대부분의 사람들이 목숨을 잃었다?!혼란에 빠진 생존자들에게 서서히 다가오는 또다른 공포. 수사9단 , 후유증 김선권 작가의 신작 재난 미스테리물",9.75,네이버 웹툰
802,소나기야,와루,"스토리, 드라마",시골마을 사람들과 함께 보내는 와루의 여름 이야기..,9.95,네이버 웹툰
803,2013 루키 단편선-지옥...,웹툰작가,"옴니버스, 드라마","전설적인 작가 이현세, 이두호가 직접 프로듀싱한7명의 신인 작가 단편선 세번째 시즌!",9.81,네이버 웹툰
804,라이징패스트볼,박현수,"스토리, 스포츠",고교야구! 야구소년!불꽃같은 그들의 이야기!,9.51,네이버 웹툰
805,키드갱 시즌2,신영우,"스토리, 개그",키드갱 22권 그 이후! 정통 개그만화가 부활한다!,9.94,네이버 웹툰
806,터치! 메리크리스마스,웹툰작가,"에피소드, 일상",요즘은 뭘 하며 지내고 있을까? 근황이 궁금했던 작가들이 돌아왔다!개성 만점 크리스마스 단편선을 스마트툰으로 만나보세요,9.78,네이버 웹툰
807,오렌지 마말레이드,석우,"스토리, 로맨스",뱀파이어 정체를 숨긴 전학생 백마리와 인기 남학생 정재민.석우 작가가 그리는 그들의 감성적인 판타지 로맨스.,9.91,네이버 웹툰
808,기사도,환쟁이,"스토리, 액션","물러설 곳 없는 두 남자의 싸움이 시작된다!쫓고 쫓기는 그들의 스릴 넘치는 이야기, 기사도",9.88,네이버 웹툰
809,ENT.,"박미숙 / 강은영, 박미숙","스토리, 로맨스",연예계를 흔드는 팬픽작가 여우별이 파헤치는 엔터테인먼트 세계의 비밀!,9.25,네이버 웹툰
810,내일은 웹툰,신의철,"에피소드, 개그","내일 나오는 만화를 그리며, 언제나 내일을 사는 웹툰 작가들의 만화같은 이야기.",9.88,네이버 웹툰
811,고고루키루,한경찰,"옴니버스, 드라마","정체불명의 3인조, 천진난만 켄, 카리스마 선녀, 쉬크노노 루키루가 만들어내는 황당무계하지만 따뜻한 이야기들. 지금부터 루키루와 함께 고고",9.96,네이버 웹툰
812,아랫집 시누이,김진,"에피소드, 일상","대를 물려 내려오는 고부갈등? 노노!시월드, 이제는 무섭지 않아요!",9.95,네이버 웹툰
813,방과 후 전쟁활동,하일권,"스토리, 드라마","지구 종말. 우리는 이제 학생이 아닌 군인이다. 목욕의 신 , 삼봉이발소 하일권 신작 방과 후 전쟁활동",9.82,네이버 웹툰
814,미숙한 친구는 G구인,최삡뺩,"스토리, 개그",또띠또띠 뀌꼬르떼 레마르장의 완전 신나는 4차원 지구생활기!,9.94,네이버 웹툰
815,"OH, MY GOD!",강지영 / 현예지,"스토리, 판타지","신들의 회사 헤븐즈 컴퍼니, 성격도 외모도 제 각각인 들. 그들의 갈등과 신의, 그리고 음모. 2012 대학만화 최강자전 수상작!",9.94,네이버 웹툰
816,맛집남녀,츄플엣지,"스토리, 개그",블로거 ! 맛집 남녀의 스마트한 요절복통 로맨스,7.46,네이버 웹툰
817,네로의 실험실,외눈박이 / 시현,"옴니버스, 판타지",검은 마법사 네로와 태엽장치 아가씨 비올렛타.그들을 둘러싸고 펼쳐지는 기묘하고 환상적인 이야기들.,9.95,네이버 웹툰
818,월남특급,혜원,"스토리, 드라마",유쾌상쾌통쾌! 지긋지긋한 현실을 벗어나 베트남으로!돈가방을 들고 튄 두 여자와 악의 무리들의 로얄 어드벤처 베트남 여행기.,9.87,네이버 웹툰
819,아이들의 권 선생님,호우,"옴니버스, 드라마",아이들의 히어로! 조폭 선생님과 다섯 꼬마들의 소소한 학교 일상 이야기.,9.95,네이버 웹툰
820,기태류,배드이리,"스토리, 판타지",죽음을 위해? 삶을 위해? 의문에 싸인 그녀의 발걸음이 움직이기 시작한다.,9.89,네이버 웹툰
821,수업시간그녀,박수봉,"스토리, 로맨스","수업시간, 나를 두근거리게 만드는 내 옆자리의 그녀.당신들에게도 있었던 가슴 속까지 설레는 이야기.",9.94,네이버 웹툰
822,움비처럼,권혁주,"에피소드, 감성",바쁜 일상 속에서 잠시 자신을 돌아보게 하는 만화 느림의 즐거움을 추구하는 마음정화웹툰,9.89,네이버 웹툰
823,아빠를 찾습니다,동비,"스토리, 드라마","돈이 없는 현수, 부모가 필요한 하연.두 사람의 서먹서먹한 가족생활이 시작된다!",9.86,네이버 웹툰
824,위아더 능력자!,손하기,"스토리, 개그",능력자는 능력자인데 별로 부럽진 않은 그들.능력자 아니야.. 너넨 좀 그래...,9.93,네이버 웹툰
825,2013 전설의고향,웹툰작가,"옴니버스, 스릴러",네이버 웹툰 작가들의 여름 특집 릴레이 단편.머리를 쭈뼛하게 만드는 2013 전설의 고향 . 스마트툰으로 만나보세요.,9.21,네이버 웹툰
826,바람의 색,재아 / 임광묵,"스토리, 로맨스",홋카이도를 배경으로 펼쳐지는 두 남녀의 아름다운 사랑 이야기.곽재용 감독이 원안을 쓰고 교무의원 임광묵 작가가 그린 신작 웹툰 바람의 색 .,9.92,네이버 웹툰
827,사랑의 아쿠아리움,TGM / 린다,"스토리, 드라마","우연한 기회에 수상한 아쿠아리움을 발견한 주인공 김죄형과, 엉뚱하지만 사랑스럽고, 진지하지만 예측불허인 수족관 사람들의 이야기.",9.95,네이버 웹툰
828,레인보우 로즈,김예린 / 장유라,"옴니버스, 판타지",간절히 원하면 이루어진다? 2012 서울만화스카우트 당선작 레인보우 로즈,9.93,네이버 웹툰
829,진진돌이 제로,윤종문,"스토리, 액션",짐승 특수부대의 화려한 총격전! 또 다른 버전으로 만나는 진진돌이.,9.92,네이버 웹툰
830,타임인조선,이윤창,"스토리, 개그",백투더퓨처 를 꿈꾸는 준재와 철수의 조선견문록!,9.93,네이버 웹툰
831,레사 시즌1,POGO,"스토리, 판타지","어느날부턴가, 사람들은 디맨으로 변한다.매일밤 계속되는 습격, 그리고 동생을 찾는 한 남자.그 혼돈 속에서 신이 눈을 뜬다!",9.95,네이버 웹툰
832,삵의 발톱,손영완,"스토리, 시대극","중국의 위촉오시대, 삼국지연의만이 전부가 아니다. 고구려인, 백제인의 시각에서 바라본 삼국지.가상 역사 드라마가 시작됩니다.",9.91,네이버 웹툰
833,카오스어택,맛스타,"스토리, 판타지",지구는 바야흐로 영웅시대평범한 고등학생과 엉뚱발랄 영웅들의 좌충우돌 에피소드!,9.95,네이버 웹툰
834,새벽9시,서재일,"스토리, 스릴러",어둠이 멈춰버린 시간 새벽 9시.오지마을 오왕리 가 감추고 있던 비밀이 드러난다.,9.7,네이버 웹툰
835,나의 목소리를 들어라,이현민,"스토리, 개그",내세울 것 없는 남자에게 찾아온 대기업 면접의 기회. 본격 열혈 면접이 시작된다! 들어는 보았나! 질풍기획! 이현민 작가의 신작 나의 목소리를 들어라!,9.95,네이버 웹툰
836,사랑일까?,남지은 / 김인호,"스토리, 로맨스","머리부터 발끝까지 단 한 구석도 마음에 들지 않는 그녀!그런데 그녀 때문에 내가 아파. 이게, 사랑일까?남지은, 김인호 작가의 우연일까? 에 이은 신작, 사랑일까?",9.93,네이버 웹툰
837,소년전[Limit],라디야,"스토리, 판타지",선택받은 소수에게만 허락된 무기. 한.정.무.기.,9.73,네이버 웹툰
838,우주전함 몰라몰라,고리타,"스토리, 개그",전인류의 개념을 건 거대한 모험이 시작된다! 200만 광년 우주를 넘어 당신의 전두엽을 강타할 초대형 스페이스 블록버스터를 빙자한 본격 평범 보통 일상 생활 개그만화!,9.54,네이버 웹툰
839,사랑을 연기하다,김작가 / 유성연,"스토리, 드라마","시한부 인생을 선고 받은 남자, 계약 연애를 시작하다.",9.69,네이버 웹툰
840,기타맨,손규호,"스토리, 드라마",의문의 기타리스트 포츠만. 이 시대를 살아가는 우리에게 그의 기타 연주가 던지는 메시지.,9.94,네이버 웹툰
841,개판,현욱,"스토리, 액션",스스로를 정의라 부르는 조직 아마란스. 버려진 투견 바울이 겪는 그들의 이야기,9.88,네이버 웹툰
842,인형의 기사,신의철 / 손두락,"스토리, 액션",죽음의 강을 건넌 연인을 찾아나서다.하드보일드 액션 느와르 인형의 기사,9.94,네이버 웹툰
843,아는사람 이야기,오묘,"스토리, 로맨스","25세 세 여자 미라 여름 정아의 소소하고 평범한, 울고 웃고 사랑하는 이야기.나와 당신과 그리고, 아는사람 이야기",9.95,네이버 웹툰
844,패션왕,기안84,"스토리, 드라마",멋있어지고 싶은 그들의 이야기.,8.33,네이버 웹툰
845,오늘의 낭만부,억수씨,"스토리, 드라마",바쁜 일상에 지친 그대 당신이 필요한 최고의 낭만을 제공해 드립니다! 연옥님이 보고계셔 억수씨 작가의 신작 웹툰.,9.58,네이버 웹툰
846,닭통령 계양반,미티,"스토리, 드라마","남기한엘리트만들기 , 고삼이 집나갔다 미티의 스마트툰 신작!치킨을 향한 사랑과 우정, 그리고 전쟁, 본격 치킨 막장 드라마!",9.3,네이버 웹툰
847,그린보이,정재한 / 임진국,"스토리, 스포츠","챔피언을 노리는 거침없는 여자, 재인! 그녀를 동경하는 순둥이 남자, 태진! 챔피언을 향한 도전과 어울리지 않는 두 사람의 여름같은 사랑이야기",9.9,네이버 웹툰
848,일상날개짓,나유진,"에피소드, 일상",싱글맘 꼬꼬댁씨와 그의 아들 아기새가 살아가는 투닭투닭 성장스토리! 사랑스러운 이들의 일상날개짓 시즌2,9.94,네이버 웹툰
849,비흔,정재한 / 황영찬,"스토리, 시대극","잊혀진 나라 백제, 그리고 싸울아비.패자의 역사 뒤로 전설이 되어 사라진 검은 이리 흑랑 비흔 이라는 이름으로 새로운 전설을 시작한다.",9.94,네이버 웹툰
850,무한동력,주호민,"스토리, 드라마",신과함께 주호민이 청춘에게 전하는 이야기 당신의 꿈은 무엇인가요?,9.93,네이버 웹툰
851,달콤한 인생,이동건,"에피소드, 일상",커플과 싱글들의 달콤한 이야기 직장인과 백수들의 달콤한 에피소드 ...그런데 왜 이렇게 씁쓸한거지?,9.95,네이버 웹툰
852,경운기를 탄 왕자님,무적핑크,"스토리, 개그","실질객관동화 무적핑크 작가의 신작!싹수 노란 남자의 농사 정복기, 오빤 강남 농부 스타 일!",9.9,네이버 웹툰
853,스펙트럼 분석기,도국,"스토리, 드라마","코미디언과 헤어디자이너, 그들이 만드는 낭만과 꿈의 대화.",9.8,네이버 웹툰
854,꽃밭에솔,209,"스토리, 드라마",꽃 공포증이 있는 고등학생 계은솔과 친구들의 성장 이야기,9.95,네이버 웹툰
855,고삼이 집나갔다,미티,"스토리, 드라마","집은 나갔지만 막나가진 않았습니다 대책없이 커져만가는 거짓말과 오해, 숨막히는 추격전수능을 앞둔 고3 수험생들의 가출기!",9.74,네이버 웹툰
856,길에서 만나다,쥬드 프라이데이,"스토리, 감성",서울 남산타워에서 우연히 만난 은희수와 미키의 로드무비.,9.75,네이버 웹툰
857,스마트폰 게임 개발 이야기,유영욱,"에피소드, 일상",생생한 게임 개발의 현장을 전한다! 유쾌발랄 좌충우돌 게임 개발 이야기.,9.74,네이버 웹툰
858,스쿨홀릭,신의철,"에피소드, 개그",신선생과 학생들이 함께 울고 웃는대한민국 학교의 유쾌한 일상! 다함께 스쿨홀릭 에 중독되어 봅시다!,9.89,네이버 웹툰
859,이말년씨리즈,이말년,"옴니버스, 개그",독특한 이야기 전개 방식을 확립한 이말년 작가가 선보이는 엉뚱한 상상과 황당한 설정의 새로운 개그 웹툰,8.95,네이버 웹툰
860,후유증,김선권,"스토리, 스릴러",한 순간의 사고 이후 조금씩 나타나는 후유증.안대용의 삶은 그때부터 모든 것이 틀어지기 시작했다. 수사 9단 김선권 작가 신작.,9.37,네이버 웹툰
861,MLB카툰,최훈,"에피소드, 스포츠",최훈 작가가 들려주는 생.생. . . .뉴.스!! 스포츠의 최훈스페셜에서 제공받는 컨텐츠로 업데이트일은 스포츠와 동일합니다.,8.04,네이버 웹툰
862,웨스트우드 비브라토,윤인완 / 김선희,"옴니버스, 드라마","어떤 악기든, 원하는 선율을 찾아주는 남아프리카의 천재 악기 수리공 코넬리아 보보 워셔. 아일랜드 , 신암행어사 윤인완 작가와 바둑 삼국지 김선희 작가가 선보이는 음악과 드라마.",9.92,네이버 웹툰
863,한 살이라도 어릴 때,"김진, 서나래, 필냉이","옴니버스, 일상","낢이사는이야기 의 서나래 나이스진타임 의 김진 고양이일기 의 필냉이, 그녀들이 뭉쳤다! 한 살이라도 어릴 때 떠나야 한다! 언제? 바로 지금! 잘나가는 그녀들의 여행기.",9.95,네이버 웹툰
864,삼봉이발소,하일권,"스토리, 드라마","너무 불공평해. 태어날 때부터 인생의 반이 결정되어 있잖아! 외모지상주의에 상처받은 이들을 치유하는 감동의 웹툰 목욕의 신 , 3단합체 김창남 하일권 작가의 데뷔작 삼봉이발소",9.94,네이버 웹툰
865,S라인,"꼬마비,앙마비","옴니버스, 판타지","가까운 미래, 사람들의 머리 위로 붉은 선이 이어진다.선의 정체는 무엇인가? 시간이 지나고 사람들은 붉은 선을 라인이라 부르기 시작한다.",9.85,네이버 웹툰
866,2012 루키 단편선-지옥...,웹툰작가,"옴니버스, 드라마","전설적인 작가 이현세, 이두호가 직접 프로듀싱한8명의 신인 작가 단편선 시즌2로 컴백!",9.49,네이버 웹툰
867,오란씨100,박민경,"스토리, 드라마","관계폭탄녀 오란씨와, 폭탄녀 제거 지령을 받고 온 폭탄제거반 구욱. 인간관계 빵점녀 오란씨의 관계재활 프로젝트가 시작된다.",9.73,네이버 웹툰
868,네이버 앱피소드,웹툰작가,"에피소드, 개그",인기 웹툰 작가 총 출동 마침내 시작되는 네이버 릴레이 웹툰!,9.63,네이버 웹툰
869,진진돌이 에볼루션,김기정 / 윤종문,"스토리, 판타지",대한민국 명작 만화 리메이크 2 진진돌이 정운경 화백의 대표작 진진돌이 가 진진돌이 에볼루션 으로 돌아오다. 명작 리메이크 시리즈는 한국만화영상진흥원 구 부천만화정보센터 와 함께 합니다.,9.91,네이버 웹툰
870,옆집화랑,최남새,"스토리, 판타지",11층 아파트의 꼭대기 층에 살고 있는 태음이의 옆집에 어느 날 화랑이 이사 온다.,9.92,네이버 웹툰
871,방울토마토,조양,"스토리, 드라마",키는 작지만 톡톡! 튀는 민훈이와 친구들의 고등학교 이야기,9.96,네이버 웹툰
872,아부쟁이,이익수,"스토리, 드라마",사고뭉치 불량 복학생들만 다닌다는 풍랑고. 육식동물들이 즐비한 곳에 홀로 먹잇감으로 던져진 주인공 박건의 살아남기 위한 몸부림...,9.91,네이버 웹툰
873,크레이지 커피 캣,엄재경 / 최경아,"스토리, 로맨스",커피! 열정! 그리고 사랑!,9.81,네이버 웹툰
874,악당의 사연,랑또,"스토리, 개그","홍어단이 대한민국을 정복했다? 그럼 러브레인저는 어쩌라고!!랑또 작가의 악당의 사연 시즌2, 4월2일 컴백!",9.92,네이버 웹툰
875,2012 지구가 멸망한다면?,웹툰작가,"옴니버스, 판타지","2011년을 뜨겁게 달군 미스테리 단편 을 잇는 2012년 특집 웹툰, 2012 지구가 멸망한다면? 지구 멸망을 소재로 네이버 웹툰 작가들이 선보이는 다양한 이야기들.",9.26,네이버 웹툰
876,비바 산티아고,김용진,"스토리, 일상",스페인을 동에서 서로 가로지르며 천년의 신화를 간직한 산티아고 길 별들의 들판을 향한 800 의 여행이 지금 시작된다.,9.83,네이버 웹툰
877,연 시즌2,구아진,"스토리, 스릴러","구아바 작가의 옴니버스 스릴러 연 시즌2 오늘, 지금, 당신에게도 일어날 수 있는 일들.",9.77,네이버 웹툰
878,아스란영웅전,박성용,"옴니버스, 판타지",포악한 드래곤이 사라지고 대륙은 평화를 되찾았다. 하지만 용사의 평화는 아직 멀기만 한데... 평화로운 세상에서 펼쳐지는 용사의 두번째 이야기.본격 판타지 추리만화.,9.94,네이버 웹툰
879,봉봉오쇼콜라,오성대,"스토리, 드라마","엉뚱하지만 귀여운 바보 아린 과 갓 독립한 재수생 승유 가 만들어가는황당유쾌, 달콤한 이야기.",9.89,네이버 웹툰
880,리버스,임달영 / 이수현,"스토리, 판타지",평범한 고등학생이었던 남매의 생명을 건 데스게임이 지금 막을 연다!임달영 이수현 작가의 리버스 가 2 25 토 부터 시즌2로 다시 연재를 시작합니다.,9.31,네이버 웹툰
881,한섬세대,유승진,"스토리, 시대극","조선후기의 평범한 관리지망생 한섬. 만만치 않은 길이지만, 한섬이는 만만디. 과연 벼슬자리에 오를 수 있을까?",9.86,네이버 웹툰
882,초록인간,태발,"스토리, 판타지","파괴하려 하는 자와 지키려는 자. 신은 누구의 편인가. 프로젝트 , 단편 할머니 나는 내일 죽는다 의 태발 작가 신작.",9.83,네이버 웹툰
883,wish-마녀의 시간,한송이,"스토리, 판타지",우리는 가끔 꿈을 꾼다. 마법을 쓰는 꿈을 그러나 마법에는 대가를 치루어야 하는데! 본 연재작은 서울루키스카우트 2011 당선 작품입니다.,9.84,네이버 웹툰
884,투명살인,돌연변이,"스토리, 스릴러","달빛에 질식할 것 같던 그 날, 누군가 날 보고 있었다. 대학가에서 벌어진 미스터리 심리극. 본 연재작은 서울루키스카우트 2011 당선 작품입니다.",9.9,네이버 웹툰
885,실질객관동화,무적핑크,"에피소드, 개그",동화를 객관적인 시각에서 보면 어떻게 될까?생소한 시각으로 동화 다시 보기,9.9,네이버 웹툰
886,플라스틱 걸,리나 / 새달,"스토리, 로맨스",차갑고도 화려한 도시의 여자 차도연! 위기에 빠진 그녀가 진정한 삶의 아름다움을 찾는다! 본 연재작은 서울루키스카우트 2011 당선 작품입니다.,9.9,네이버 웹툰
887,자율공상축구탐구만화,조석,"옴니버스, 스포츠","월드컵, 유럽리그, 국내리그 등 축구라면 가리지 않고 모두 그려보는 자율축구탐구만화! 본 만화는 네이버스포츠의 2010 남아공 월드컵 특집 페이지에서 제공받는 컨텐츠입니다.",9.27,네이버 웹툰
888,MODERN BOYS,기린,"스토리, 드라마",방 안에 코끼리를 두고 사는 사람들의 성장 스토리. 채플린에 대한 오마주와 휴머니티가 함께합니다.,9.57,네이버 웹툰
889,질풍기획 시즌1,이현민,"스토리, 개그",광고대행사 질풍기획 의 제3기획팀. 평범한 그들의 질풍같은 하루는 오늘도 계속된다.,9.96,네이버 웹툰
890,슈퍼트리오 시즌2,황미나,"스토리, 개그",대한민국 명작 만화 초대선. 살아 있는 전설 황미나 작가의 명작 슈퍼트리오 시즌2로 돌아오다.,7.36,네이버 웹툰
891,국가의 탄생,고리타,"옴니버스, 개그","당신의 꿈이 이루어지는 세상은 축구장만이 아니다!힘들고 지친 자, 지는 해만 보면 눈물이 나는 자, 막힌 변기를 안고 한없이 울어본 적이 있는 자미칠듯이 달려가자, 또 다른 세상 파라다이시움으로!",9.46,네이버 웹툰
892,별의 유언,후은,"스토리, 판타지",신비로운 미지의 섬에서 펼쳐지는 그들의 오묘하고도 아름다운 동화같은 이야기.,9.96,네이버 웹툰
893,폭풍의 전학생 - 리부트,강냉이,"스토리, 액션",전학생의 알콩달콩 두근두근 버라이어티 학교 서바이벌,8.64,네이버 웹툰
894,키드갱,신영우,"스토리, 개그","삼류 건달들의 좌충우돌 우왕좌왕 예측불허 육아일기. 트렌드를 이끈 정통 코믹만화의 부활! 2012년, 신영우 작가의 히트 만화 키드갱 이 네이버 웹툰으로 다시 찾아옵니다.",9.91,네이버 웹툰
895,멍순이,김달님,"스토리, 감성","이곳 저곳 산 밖에 안보이는 샛골 마을.그곳에서 일어나는 꽃님이와 멍순이의 흙냄새, 풀냄새 나는 이야기.",9.83,네이버 웹툰
896,고시생툰,seri,"스토리, 일상",대학입학. 그로부터 몇 년. 공부하는 우리들의 빛나는 청춘.,9.92,네이버 웹툰
897,커피우유신화,마사토끼 / joana,"스토리, 판타지",마음만 먹으면 어떤것이든 가능한 신의능력커피우유가 존재하지 않는 세상에서 커피의 신과 우유의 여신이 만들어가는 시시한 신화의 막이 지금 열린다,9.93,네이버 웹툰
898,부토,정현주,"에피소드, 일상","! 트럼프 정현주 작가의 웹툰 신작!! 우정, 수련과 결투, 승리, 출생의 비밀... 에 대한 얘기는 아닌 것 같습니다.",9.92,네이버 웹툰
899,그런지,김이랑,"스토리, 드라마","융자빚을 떠안고 사회로 방출된 이랑, 잘 나가는 형을 부러워 하는 해인, 외모 컴플렉스를 가진 인우, 꿈 밖에 모르는 아저씨... 3 모자란 그들의 성장 이야기.",9.89,네이버 웹툰
900,블라인드 메르헨,윤현석 / 연우,"스토리, 로맨스",동화 속 세상에서 살아가는 앞 못보는 소녀와 동화를 믿지 않는 하드보일드한 소년의 동화같은 특별한 사랑이야기,9.79,네이버 웹툰
901,연애세포,김명현,"스토리, 로맨스",백수가 최고의 미녀스타를 사로잡을 가능성은 얼마나 될까?대충대충 인생 대충이와 사람보다 더 사람같은 고양이 네비의 치열하고 기발한 그녀 공략 메뉴얼.,9.92,네이버 웹툰
902,유토피아,늑대삼,"스토리, 드라마",평범하지 않은 두 사람의 평범한 사랑 이야기. 외로운 두 사람의 전혀 외롭지 않은 사랑 이야기.,9.95,네이버 웹툰
903,뜨거운 것이 좋아.,고민정,"스토리, 로맨스","찜질방에서 벌어지는 청춘 남녀들의 사랑과 고민, 그리고 다시 세상으로 돌아가기 위해 숨고르기를 하는 이웃들의 이야기.",9.66,네이버 웹툰
904,나란의사 그런의사,유성연,"스토리, 드라마",한국에 숨겨진 무병장수마을 치웅리. 그곳에 돈밝히는 속물의사 이대환이 병원을 차렸다!,9.79,네이버 웹툰
905,얼룩말,자유,"스토리, 드라마",백수 한세태와 룸메이트 김우민의 성장 만화,9.96,네이버 웹툰
906,봄이여 오라,샐비,"스토리, 드라마","평범한 일상 속, 평범한 만남. 그 안에서 엮이는 조금은 특별한 인연.",9.93,네이버 웹툰
907,콘스탄쯔 이야기,김민정,"스토리, 드라마","바로 지금, 여기 이 곳에서 벌어지는, 새로운 삶을 향한 몸부림 긴 터널의 끝에서 그녀를 기다리고 있는 것은 무엇일까.생존을 위한 그녀의 몸부림을 담은 팩션 다큐멘터리.",9.93,네이버 웹툰
908,요리대마왕,랑또,"스토리, 개그","평범해 보이는 고등학교 3학년 소녀, 최고의 요리대회 도전! 요리왕 에 도전하다.여왕이 되고 싶은 그녀의 이름은 마 왕 .",9.92,네이버 웹툰
909,LOST,정민용,"스토리, 스릴러",주변 사람들의 잇따른 죽음으로 저주 받은 아이라 불리우는 한하제. 어느 날 그에게 헤어졌던 연인 아리가 찾아 오는데........,9.53,네이버 웹툰
910,지상 최악의 소년,정필원,"스토리, 판타지",지상에서 가장 불행한 인간을 뽑는 대회가 열린다?! 패밀리맨 정필원 작가가 선보이는 하이브리드 스쿨 판타지 액션 활극!,9.87,네이버 웹툰
911,만화사랑 캠페인,웹툰작가,"에피소드, 일상","윤인완 곽재용, 이준익 형민우, 최현우 하일권, 이말년 이제석, 최훈 최희 등 각계각층을 대표하는 전문가들과 최고의 만화가들의 만남!",6.27,네이버 웹툰
912,폭풍의 전학생,강냉이,"스토리, 액션",전학생의 알콩달콩 두근두근버라이어티 학교 서바이벌.,9.55,네이버 웹툰
913,야! 오이,랑또,"스토리, 개그",완벽한 ? 남자에게 애인을 빼앗긴 동네 백수의 그럭저럭 복수극.,9.92,네이버 웹툰
914,지원,한(恨),"스토리, 액션","스릴러 웹툰 고향의 꽃 의 작가 한 , 휴머니티를 안고 돌아오다. 착한남자 지원의 버라이어티한 인간융화 프로젝트.사람이 사람을 만나고 서로를 지원하는 허구에 관한 이야기.",9.93,네이버 웹툰
915,수사9단,김선권,"옴니버스, 스릴러","자칭 수사9단 홍달기 반장과 형편없는 정보에 정통한 정보통 형사,그리고 고집불통 강호진과 조양이 함께하는 황당수사일지.당황스러운 사건을 황당하게 해결해 버립니다.",9.9,네이버 웹툰
916,2011 루키 단편선-지옥...,웹툰작가,"에피소드, 드라마","전설적인 작가 이현세, 이두호가 직접 프로듀싱한 10명의 신인작가 단편선",9.81,네이버 웹툰
917,우연일까?,남지은 / 김인호,"스토리, 로맨스",우연일까? 운명일까? 가슴 설레는 사랑 이야기가 찾아옵니다.,9.93,네이버 웹툰
918,세개의시간,노란구미,"스토리, 드라마","일본인 유학생 히나, 엘리트 강박증 준호,나만의 철학을 가진 원. 이 3명이 바라보는 캠퍼스 라이프 스토리.",9.89,네이버 웹툰
919,지금 우리 학교는,주동근,"스토리, 스릴러",평범하던 학교에 벌어진 감금사건..그리고 감금사건에 가려 미처 알지 못한 감염자. 학교는 이미 감염자들로 인해 빠져나갈 곳이 없다!! 그리고....지금 우리학교는,9.53,네이버 웹툰
920,남기한엘리트만들기,미티,"옴니버스, 드라마","스물 일곱살, 공무원 시험 준비생 남기한! 어느 날 눈을 떠보니 16년전의 과거로 돌아가 초딩이 되었다!. 누구나 한번쯤 꿈꿔보는인생 다시 살기 프로젝트. 남기한 엘리트 만들기",9.94,네이버 웹툰
921,레드초콜릿,정기림 / 편현아,"스토리, 로맨스","이강아 서른 살, 아직은 삶이 어렵기만 한 그녀와 이삭, 사랑 외엔 두려운 것이 없는 열여덟 소년. 두 사람, 그리고 함께하는 이들이 만들어가는 다채로운 이야기.",9.84,네이버 웹툰
